handle,Election,text,is_retweet,original_author,date,time,in_reply_to_screen_name,is_quote_status,lang,retweet_count,favorite_count,place_full_name,place_name,place_country,source_url
DonaldTrump,2020,RT @TheRightMelissa: I guarantee it was the 1st time millions of Americans learned the “kids in cages” was Obama not Trump because the medi…,,,10/23/2020,15:06:00,,,,26026,0,,,,
DonaldTrump,2020,Thank you Megyn! https://t.co/sC71EEWIOd,,,10/23/2020,15:04:00,,,,24864,178163,,,,
DonaldTrump,2020,11 DAYS! #MAGA https://t.co/PuqeF1ctDs,,,10/23/2020,5:26:00,,,,49800,197604,,,,
DonaldTrump,2020,"RT @megynkelly: Trump won this debate, handily. Biden wasn’t a force at all. Trump was substantive, on-point, well-tempered. Definitely hel…",,,10/23/2020,3:57:00,,,,34495,0,,,,
DonaldTrump,2020,"Nevada is turning out to be a cesspool of Fake Votes. @mschlapp &amp; @AdamLaxalt are finding things that, when released, will be absolutely shocking!",,,11/9/2020,19:54:00,,,,78378,363489,,,,
DonaldTrump,2020,Wisconsin is looking very good. Needs a little time statutorily. Will happen soon! @Reince @SeanDuffyWI,,,11/9/2020,20:02:00,,,,61006,347994,,,,
DonaldTrump,2020,"Nobody is showing up for Obama’s hate laced speeches. 47 people! No energy, but still better than Joe!",,,10/24/2020,20:11:00,,,,33268,195132,,,,
DonaldTrump,2020,Pennsylvania prevented us from watching much of the Ballot count. Unthinkable and illegal in this country.,,,11/9/2020,20:17:00,,,,81458,479292,,,,
DonaldTrump,2020,Just landed in Ohio. See you in a little while!,,,10/24/2020,20:13:00,,,,14000,139153,,,,
DonaldTrump,2020,"Georgia will be a big presidential win, as it was the night of the Election!",,,11/9/2020,20:21:00,,,,94570,637719,,,,
DonaldTrump,2020,https://t.co/NX5zpbib3E,,,8/5/2020,17:20:00,,,,8085,28711,,,,
DonaldTrump,2020,"THANK YOU OHIO! #VOTE 
https://t.co/5EJjFZVLHZ",,,10/24/2020,22:44:00,,,,9852,57305,,,,
DonaldTrump,2020,"Great to be in Ohio, leaving now for Wisconsin. See you in a little while! https://t.co/jglAVPFzmR",,,10/24/2020,22:50:00,,,,19715,133279,,,,
DonaldTrump,2020,RT @TeamTrump: LIVE: Press Conference with Kayleigh McEnany and RNC Chairwoman Ronna McDaniel https://t.co/tBiNKGRKIy,,,11/9/2020,21:48:00,,,,28284,0,,,,
DonaldTrump,2020,"RT @RyanAFournier: Look at the size of this crowd down Pennsylvania Ave.

More than a MILLION people showed up to support this President.…",,,11/16/2020,13:31:00,,,,24433,0,,,,
DonaldTrump,2020,RT @MrAndyNgo: BLM-antifa thugs are running around and beating people on the streets in DC. Video by @VenturaReport: https://t.co/GzV5HRN3So,,,11/16/2020,13:30:00,,,,18669,0,,,,
DonaldTrump,2020,RT @MrAndyNgo: Young couple in DC followed by crowd of BLM-antifa thugs who hit them and throw liquid on them. #MillionMAGAMarch https://t.…,,,11/16/2020,13:30:00,,,,17738,0,,,,
DonaldTrump,2020,"RT @ChanelRion: #Developing: The #DominionVotingSystems that ""glitched"" in favor of Joe Biden (and was used in 29 states), partnered up wit…",,,11/9/2020,22:04:00,,,,60568,0,,,,
DonaldTrump,2020,"RT @alexbruesewitz: It was a GREAT honor to speak to TENS OF THOUSANDS of great Americans today at the #MarchForTrump

WE. ARE. THE. MAJORI…",,,11/16/2020,13:31:00,,,,17100,0,,,,
DonaldTrump,2020,https://t.co/lw739qEfqr,,,10/24/2020,22:51:00,,,,8845,45137,,,,
DonaldTrump,2020,https://t.co/NBfIdXBEhp,,,10/24/2020,22:52:00,,,,6185,32849,,,,
DonaldTrump,2020,https://t.co/hQv0HD93I9,,,11/9/2020,23:12:00,,,,29755,132860,,,,
DonaldTrump,2020,https://t.co/lShmKksQ0O,,,11/9/2020,23:11:00,,,,36571,156029,,,,
DonaldTrump,2020,https://t.co/ATipOZ0jYG,,,10/24/2020,22:52:00,,,,7586,39571,,,,
DonaldTrump,2020,"RT @DanScavino: President @realDonaldTrump on his way to a massive #MAGA🇺🇸🦅rally in Circleville, Ohio. Absolutely unbelievable—OHIO is TRUM…",,,10/24/2020,23:22:00,,,,17905,0,,,,
DonaldTrump,2020,https://t.co/UEqAlDZwYF,,,11/9/2020,23:14:00,,,,34878,154914,,,,
DonaldTrump,2020,RT @chefjclark: People ask why the President fights so hard in court for ballot integrity?  Why we have such an extensive Election Day Oper…,,,10/24/2020,23:23:00,,,,12139,0,,,,
DonaldTrump,2020,"RT @AmericanEsther: @RandPaul @realDonaldTrump Thank the Lord most High!🙏🏻
God bless the peacemakers @realDonaldTrump🙏🏻
God bless our brave…",,,10/16/2020,11:01:00,,,,4086,0,,,,
DonaldTrump,2020,Very good reviews on last night’s @NBCNews Town Hall in Miami. Thank you!!!,,,10/16/2020,11:29:00,,,,23968,148717,,,,
DonaldTrump,2020,"Polls numbers are looking very strong. Big crowds, great enthusiasm. Massive RED WAVE coming!!!",,,10/16/2020,11:24:00,,,,52623,280261,,,,
DonaldTrump,2020,RT @Brexit: BREAKING: Boris Johnson says the U.K. will now get ready to split from the EU’s single market and customs union without a new t…,,,10/16/2020,11:20:00,,,,7167,0,,,,
DonaldTrump,2020,"RT @RandPaul: Biden/Harris will raise your taxes. Fact Check: True.  

VP Biden said so last week when he said he would repeal the Trump ta…",,,10/16/2020,11:17:00,,,,13375,0,,,,
DonaldTrump,2020,Biden lied Pennsylvania! https://t.co/zmD8Ew0bmS,,,10/16/2020,11:17:00,,,,20762,69406,,,,
DonaldTrump,2020,RT @RandPaul: Somebody is mad that @realDonaldTrump didn’t start any wars and wants to leave the ones we are in. Vote Biden/Harris if you w…,,,10/16/2020,11:15:00,,,,17819,0,,,,
DonaldTrump,2020,RT @RandPaul: Open the schools! I wonder where the “listen to the science” people will go when the science doesn’t support their fearmonger…,,,10/16/2020,11:14:00,,,,12742,0,,,,
DonaldTrump,2020,RT @RandPaul: Great meeting young cancer survivor Reed Elliotte yesterday at the #ProAmericaRally in Lexington KY. https://t.co/8PbQihCzP9,,,10/16/2020,11:14:00,,,,6892,0,,,,
DonaldTrump,2020,RT @sedawymoha: @RandPaul @realDonaldTrump Our Beloved President Donald The Man Of Peace And Prosperity To Great America And The Whole Worl…,,,10/16/2020,11:11:00,,,,6392,0,,,,
DonaldTrump,2020,RT @Chicago1Ray: @RandPaul @realDonaldTrump No more blood for oil as long as @realDonaldTrump is President ✔,,,10/16/2020,11:10:00,,,,6444,0,,,,
DonaldTrump,2020,Thank you! https://t.co/ceq1n14MYa,,,10/16/2020,11:10:00,,,,7722,41882,,,,
DonaldTrump,2020,RT @cjtruth: @RandPaul @QarriorP @realDonaldTrump Amen!  Not a lot of people understand what @realDonaldTrump has done!  It is truly amazin…,,,10/16/2020,11:01:00,,,,5171,0,,,,
DonaldTrump,2020,"RT @RandPaul: In his term, @realDonaldTrump has already brought home thousands of our brave soldiers. He wants the rest home by Christmas a…",,,10/16/2020,11:01:00,,,,12297,0,,,,
DonaldTrump,2020,"Thank you LIBERTARIANS. We are getting it all done, and FAST! VOTE TRUMP!!! https://t.co/ai2vTb1V3G",,,10/16/2020,11:00:00,,,,13788,59384,,,,
DonaldTrump,2020,The process has long begun. Happening fast! https://t.co/nLLq7x0Bim,,,10/16/2020,10:57:00,,,,8137,31396,,,,
DonaldTrump,2020,RT @realDerekUtley: Trump Supporters as far as you can see at Freedom Plaza https://t.co/DRCI7uswrb,,,11/16/2020,13:31:00,,,,11343,0,,,,
DonaldTrump,2020,"RT @TeamTrump: TONIGHT: Watch President @realDonaldTrump's Remarks from Waukesha, Wisconsin at 8:00 pm ET!

RSVP: https://t.co/5Fb0UaYEkN…",,,10/24/2020,23:33:00,,,,4558,0,,,,
DonaldTrump,2020,"This is good news, it means I won! 
cc: @RepDougCollins @SecretarySonny https://t.co/zO4AlPF8O0",,,11/10/2020,0:19:00,,,,55635,258866,,,,
DonaldTrump,2020,"RT @NRA: President @realDonaldTrump won the debate!

""Why didn't you do that four years ago, @JoeBiden... I ran because of you because you…",,,10/23/2020,4:25:00,,,,8320,0,,,,
DonaldTrump,2020,https://t.co/vTEBvG1Ucj,,,11/10/2020,0:23:00,,,,29942,133206,,,,
DonaldTrump,2020,...AND I WON THE ELECTION. VOTER FRAUD ALL OVER THE COUNTRY! https://t.co/9coP3R44UQ,,,11/18/2020,13:31:00,,,,54880,246973,,,,
DonaldTrump,2020,"RT @alexbruesewitz: 🚨🚨🚨

Fake News @BBCWorld reached out for an interview.

I agreed.

I let them know that their country’s opinion stopped…",,,11/16/2020,13:27:00,,,,8364,0,,,,
DonaldTrump,2020,Dominion is running our Election. Rigged! https://t.co/xvwrpLpAZa,,,11/16/2020,13:26:00,,,,40680,163578,,,,
DonaldTrump,2020,"...The worst polling ever, and then they’ll be back in four years to do it again. This is much more then voter and campaign finance suppression!",,,11/10/2020,0:38:00,,,,28082,156817,,,,
DonaldTrump,2020,"Thank you OHIO! #VOTE
https://t.co/gsFSghkmdM https://t.co/oOzmfm8vCo",,,10/25/2020,0:37:00,,,,12731,74088,,,,
DonaldTrump,2020,What a terrible thing for Biden to say! Rigged Election? https://t.co/jQXxeQCZU9,,,10/25/2020,0:36:00,,,,14564,59144,,,,
DonaldTrump,2020,"RT @RudyGiuliani: REVEALED: Sworn Evidence Of Pervasive Voter Fraud #Affidavits 

Rudy Giuliani breaks it down here: https://t.co/HfvQzCHl8…",,,11/16/2020,13:33:00,,,,28346,0,,,,
DonaldTrump,2020,I strongly stand with Kelly &amp; David. They are both great and MUST WIN! https://t.co/eqr95Lc2aC,,,11/16/2020,13:33:00,,,,21461,122871,,,,
DonaldTrump,2020,"RT @DineshDSouza: Hey @JoeBiden, are you going to denounce this? https://t.co/uilzBZRrnL",,,11/16/2020,13:28:00,,,,25674,0,,,,
DonaldTrump,2020,"RT @realDonaldTrump: ANTIFA SCUM ran for the hills today when they tried attacking the people at the Trump Rally, because those people aggr…",,,11/16/2020,13:27:00,,,,74792,0,,,,
DonaldTrump,2020,Landed in Wisconsin. BIG CROWD. On my way!,,,10/25/2020,0:40:00,,,,18240,168796,,,,
DonaldTrump,2020,"As I have long said, @Pfizer and the others would only announce a Vaccine after the Election, because they didn’t have the courage to do it before. Likewise, the @US_FDA should have announced it earlier, not for political purposes, but for saving lives!",,,11/10/2020,0:40:00,,,,59870,292245,,,,
DonaldTrump,2020,"...ABC/WaPo had me down 17 points in Wisconsin, the day before the election, and I WON! In Iowa, the polls had us 4 points down, and I won by 8.2%! Fox News and Quinnipiac were wrong on everything...",,,11/10/2020,0:38:00,,,,27735,152654,,,,
DonaldTrump,2020,".@FoxNews, @QuinnipiacPoll, ABC/WaPo, NBC/WSJ were so inaccurate with their polls on me, that it really is tampering with an Election. They were so far off in their polling, and in their attempt to suppress - that they should be called out for Election Interference...",,,11/10/2020,0:38:00,,,,53987,254530,,,,
DonaldTrump,2020,RT @dbongino: THIS 👇🏻👇🏻,,,10/25/2020,0:46:00,,,,11195,0,,,,
DonaldTrump,2020,"If Joe Biden were President, you wouldn’t have the Vaccine for another four years, nor would the @US_FDA have ever approved it so quickly. The bureaucracy would have destroyed millions of lives!",,,11/10/2020,0:41:00,,,,56327,332731,,,,
DonaldTrump,2020,"The @US_FDA and the Democrats didn’t want to have me get a Vaccine WIN, prior to the election, so instead it came out five days later – As I’ve said all along!",,,11/10/2020,0:43:00,,,,71310,378553,,,,
DonaldTrump,2020,Who will be running for Governor of the Great State of Ohio? Will be hotly contested!,,,11/16/2020,14:49:00,,,,30412,218908,,,,
DonaldTrump,2020,"Another Vaccine just announced. This time by Moderna, 95% effective. For those great “historians”, please remember that these great discoveries, which will end the China Plague, all took place on my watch!",,,11/16/2020,14:19:00,,,,51556,318583,,,,
DonaldTrump,2020,"RT @realDonaldTrump: John Bolton was one of the dumbest people in government that I’ve had the “pleasure” to work with. A sullen, dull and…",,,11/16/2020,13:48:00,,,,61089,0,,,,
DonaldTrump,2020,"RT @RudyGiuliani: The only thing that would have surprised me is if Philly didn’t cheat on a big scale in the 2020 election.

It would have…",,,11/16/2020,13:34:00,,,,21602,0,,,,
DonaldTrump,2020,"RT @RudyGiuliani: I imagine this guy has a reading deficit. He didn’t read paragraphs 132 to 150 of the amended complaint. I guess 680,770…",,,11/16/2020,13:33:00,,,,24186,0,,,,
DonaldTrump,2020,RT @AndrewPollackFL: Would you ever hear Biden supporters saying this? #MillionMAGAMarch https://t.co/ajE6l8QgjU,,,11/16/2020,13:28:00,,,,8405,0,,,,
DonaldTrump,2020,"RT @AndrewPollackFL: The Million MAGA March happened today.   

Nothing was burned, looted, and no one was shot or killed. 

Tell us again…",,,11/16/2020,13:28:00,,,,8858,0,,,,
DonaldTrump,2020,The Fake recount going on in Georgia means nothing because they are not allowing signatures to be looked at and verified. Break the unconstitutional Consent Decree!,,,11/16/2020,14:04:00,,,,50961,254635,,,,
DonaldTrump,2020,"RT @dbongino: Amen to that!
https://t.co/yRr4OagnTO",,,10/25/2020,0:48:00,,,,9281,0,,,,
DonaldTrump,2020,"FLOYD COUNTY, GEORGIA! 
https://t.co/mIZ5rmdkvw",,,11/18/2020,16:23:00,,,,52653,182698,,,,
DonaldTrump,2020,https://t.co/NXcVFfLcgx,,,11/10/2020,1:01:00,,,,33260,138095,,,,
DonaldTrump,2020,...And a great show by @JesseBWatters tonight. Watched it on way from Ohio to Wisconsin! https://t.co/6OIpWIBpop,,,10/25/2020,0:56:00,,,,7490,46814,,,,
DonaldTrump,2020,"RT @Claire_FOX5: #BREAKING:  @GaSecofState's office confirms Floyd County has found 2,600 ballots during audit.  Says Sec. Raffensperger wa…",,,11/18/2020,13:15:00,,,,19904,0,,,,
DonaldTrump,2020,https://t.co/dFGni0viS5,,,11/10/2020,1:03:00,,,,37315,148796,,,,
DonaldTrump,2020,https://t.co/9oAnUZdJLW,,,11/10/2020,1:03:00,,,,33304,135596,,,,
DonaldTrump,2020,"This was a rigged election. No Republican Poll Watchers allowed, voting machine “glitches” all over the place (meaning they got caught cheating!), voting after election ended, and so much more! https://t.co/YDh7A7wxLW",,,11/18/2020,14:11:00,,,,33060,141951,,,,
DonaldTrump,2020,RT @HeyTammyBruce: 😐,,,10/25/2020,1:00:00,,,,8274,0,,,,
DonaldTrump,2020,"RT @HeyTammyBruce: Crowd: We love you! We love you!
Trump: Thank you! 
Guy in Crowd: We really do! 
😂❤️🇺🇸",,,10/25/2020,0:59:00,,,,11284,0,,,,
DonaldTrump,2020,"RT @mtgreenee: House Republicans will STOP the fraud and abuse in American elections.

The integrity of our elections must be protected!",,,11/19/2020,23:32:00,,,,17614,0,,,,
DonaldTrump,2020,Law Enforcement is watching and involved. So dishonest! https://t.co/DNtRroA92X,,,10/25/2020,1:02:00,,,,16609,57711,,,,
DonaldTrump,2020,https://t.co/kSjq4ye9EO,,,11/10/2020,1:27:00,,,,46260,216709,,,,
DonaldTrump,2020,RT @BreitbartNews: No doubt about it. https://t.co/7vBPTmDIe7,,,11/10/2020,4:45:00,,,,16375,0,,,,
DonaldTrump,2020,"THANK YOU WISCONSIN!
https://t.co/nOcUhuuNoF",,,10/25/2020,2:29:00,,,,11259,65024,,,,
DonaldTrump,2020,Nolte: Bret Baier Deletes Tweet that Exposed Backlash Against Fox News https://t.co/k98LQLPwsK via @BreitbartNews,,,11/10/2020,5:18:00,,,,33954,134308,,,,
DonaldTrump,2020,https://t.co/uF8BVW4WBV,,,10/25/2020,2:33:00,,,,8059,42672,,,,
DonaldTrump,2020,https://t.co/Zwgbeynhy3,,,10/25/2020,2:32:00,,,,7450,40380,,,,
DonaldTrump,2020,RT @BreitbartNews: Ouch. https://t.co/uwCChJoX2V,,,11/10/2020,5:25:00,,,,18808,0,,,,
DonaldTrump,2020,"This is the most important election in the history of our Country. With your vote, we will continue to bring back your jobs, lower drug prices, support our police, protect the #2A, defend our borders, and ensure more products are proudly stamped with the phrase MADE IN THE USA! https://t.co/M0Ba8QR7Nl",,,10/25/2020,2:42:00,,,,22438,103361,,,,
DonaldTrump,2020,RT @BreitbartNews: Let's roll. https://t.co/lxmoxLEpEa,,,11/10/2020,5:25:00,,,,21582,0,,,,
DonaldTrump,2020,We withdrew because we won! https://t.co/aMoNQXEj4z,,,11/19/2020,20:27:00,,,,36464,191015,,,,
DonaldTrump,2020,"RT @LeeSmithDC: Joe Biden &amp; surrogates are lying. On 2/2/16, Ukrainian prosecutor seizes property of Burisma owner, so he's clearly under i…",,,10/25/2020,2:57:00,,,,10268,0,,,,
DonaldTrump,2020,Nothing! https://t.co/OurKkatwbE,,,11/10/2020,5:38:00,,,,47939,252613,,,,
DonaldTrump,2020,"As long as I am President, I will always stand with the HEROES of Law Enforcement! Joe Biden won’t. https://t.co/DfutxOeRaN",,,10/25/2020,2:58:00,,,,18909,79633,,,,
DonaldTrump,2020,Nolte: Top Pollster Finds 47% Say ‘Likely‘ Democrats Stole Election https://t.co/d8YFhFzA5w via @BreitbartNews Rigged Election!,,,11/19/2020,20:26:00,,,,25660,115529,,,,
DonaldTrump,2020,"WISCONSIN! #VOTE #MAGA 
https://t.co/wk0tCalKZ6",,,10/25/2020,3:07:00,,,,10944,59103,,,,
DonaldTrump,2020,"“President Trump told us for some time we would be getting a Vaccine by the end of the year and people laughed at him, and here we are with Pfizer getting FDA approval by the end of this month. He was right.” @MariaBartiromo",,,11/10/2020,13:01:00,,,,56646,302777,,,,
DonaldTrump,2020,"Lawyers now on @newsmax, @OANN &amp; maybe @FoxNews. An open and shut case of voter fraud. Massive numbers!",,,11/19/2020,17:34:00,,,,60309,300663,,,,
DonaldTrump,2020,"THE COVID DRUGS NOW AVAILABLE TO MAKE PEOPLE BETTER ARE AMAZING, BUT SELDOM TALKED ABOUT BY THE MEDIA! Mortality rate is 85% down!",,,11/19/2020,16:36:00,,,,45468,255959,,,,
DonaldTrump,2020,"Voter Fraud in Detroit is rampant, and has been for many years!",,,11/19/2020,12:46:00,,,,50116,300049,,,,
DonaldTrump,2020,https://t.co/gsFSghkmdM https://t.co/XB1XImsQlG,,,10/25/2020,3:11:00,,,,16281,102276,,,,
DonaldTrump,2020,"“Only because of President Trump, we are going to have a Vaccine by the end of the year.”  Ronny Jackson, Texas Congressman-Elect",,,11/10/2020,13:05:00,,,,56155,375658,,,,
DonaldTrump,2020,WE ARE MAKING BIG PROGRESS. RESULTS START TO COME IN NEXT WEEK. MAKE AMERICA GREAT AGAIN!,,,11/10/2020,13:43:00,,,,106449,638933,,,,
DonaldTrump,2020,"“Evidence of voter fraud continues to grow, including 20,000 dead people on the Pennsylvania voters roll and many thousands all over the Country. Now, there has been an artificial number of votes in favor of Joe Biden.” @OANN",,,11/19/2020,16:22:00,,,,58056,249157,,,,
DonaldTrump,2020,"Almost ZERO ballots rejected in Georgia this election. In years past, close to 4%. Not possible. Must have signature check on envelopes now. Very easy to do. Dems fighting because they got caught. Far more votes than needed for flip. Republicans must get tough! @BrianKempGA",,,11/19/2020,13:59:00,,,,47813,217844,,,,
DonaldTrump,2020,"Just saw the vote tabulations. There is NO WAY Biden got 80,000,000 votes!!! This was a 100% RIGGED ELECTION.",,,11/26/2020,15:44:00,,,,98943,496524,,,,
DonaldTrump,2020,RT @ArthurSchwartz: The metadata on the Biden family’s pitch materials to the Chinese Communist Party show that the doc was created on Jim…,,,10/25/2020,3:51:00,,,,6739,0,,,,
DonaldTrump,2020,WE WILL WIN!,,,11/10/2020,13:44:00,,,,164891,1023598,,,,
DonaldTrump,2020,HAPPY THANKSGIVING! https://t.co/56e8Qy7O22,,,11/26/2020,15:48:00,,,,39403,235449,,,,
DonaldTrump,2020,RT @thejtlewis: Joe Biden is campaigning with a conspiracy theorist who questioned the legitimacy of the Sandy Hook shooting - the shooting…,,,10/25/2020,4:44:00,,,,4310,0,,,,
DonaldTrump,2020,"WATCH FOR MASSIVE BALLOT COUNTING ABUSE AND, JUST LIKE THE EARLY VACCINE, REMEMBER I TOLD YOU SO!",,,11/10/2020,15:33:00,,,,74544,420361,,,,
DonaldTrump,2020,No thanks! https://t.co/IYQSotnMG9,,,11/26/2020,20:16:00,,,,26634,180746,,,,
DonaldTrump,2020,"RT @thejtlewis: Yes, I can. I lost my brother in the Sandy Hook shooting and it was President @realDonaldTrump who met with me, heard my st…",,,10/25/2020,4:45:00,,,,11907,0,,,,
DonaldTrump,2020,"RT @thejtlewis: With the utmost respect, I thank President @realDonaldTrump for his leadership on the Federal School Safety Report, and for…",,,10/25/2020,4:45:00,,,,16652,0,,,,
DonaldTrump,2020,BALLOT COUNTING ABUSE!,,,11/10/2020,15:33:00,,,,77977,525218,,,,
DonaldTrump,2020,RT @realannapaulina: “People should not be afraid of their government. Government should be afraid of their people.”,,,11/20/2020,12:13:00,,,,14242,0,,,,
DonaldTrump,2020,Great book! https://t.co/Aq4Qus3u4r,,,11/20/2020,12:12:00,,,,9261,64352,,,,
DonaldTrump,2020,"RT @DavidJHarrisJr: Sidney Powell and Lin Wood hit Georgia with 104-page lawsuit.
https://t.co/cDsbK1s2MG",,,11/26/2020,20:39:00,,,,17536,0,,,,
DonaldTrump,2020,"RT @thejtlewis: Joe Biden: “We have put together the most extensive VOTER FRAUD organization in the history of American politics.”
 https:/…",,,10/25/2020,4:47:00,,,,7075,0,,,,
DonaldTrump,2020,https://t.co/WuLi07jXaK,,,9/14/2020,5:47:00,,,,4129,13181,,,,
DonaldTrump,2020,A Rigged Election! https://t.co/dAviFrkEP4,,,11/20/2020,12:14:00,,,,52267,242642,,,,
DonaldTrump,2020,"A total FRAUD. Statehouse Republicans, proud, strong and honest, will never let this travesty stand! https://t.co/N28yIoRsm5",,,11/26/2020,20:42:00,,,,31529,145048,,,,
DonaldTrump,2020,"RT @mtaibbi: ""The least curious people in the country right now appear to be the credentialed news media, a situation normally unique to ti…",,,10/25/2020,4:49:00,,,,5973,0,,,,
DonaldTrump,2020,"RT @SohrabAhmari: It's OK. The Post has weathered the vicissitudes of more than two centuries of American history. We will endure this, too…",,,10/25/2020,4:48:00,,,,5985,0,,,,
DonaldTrump,2020,Highly Respected Ken Starr: “Pennsylvania’s three-day extension of the mail-in ballot deadline is a Constitutional Travesty.” Legal scholars agree!,,,11/10/2020,15:51:00,,,,61594,318729,,,,
DonaldTrump,2020,Will use these charts in court case. The Election was a HOAX. Thank you Justin! https://t.co/9Ue7ysDIVb,,,11/20/2020,12:18:00,,,,34188,136898,,,,
DonaldTrump,2020,"Will go down much further. Weekend daytime even worse, dead. They still don’t get it. Fantastic alternatives! The late/great Roger Ailes is seriously missed, but I still won LEGAL VOTES by a lot!!! https://t.co/rm0ygRnW3S",,,11/26/2020,20:53:00,,,,21303,114106,,,,
DonaldTrump,2020,"RT @SteveGuest: 👀👀 

Joe Biden brags about having “the most extensive and inclusive VOTER FRAUD organization in the history of American pol…",,,10/25/2020,4:50:00,,,,21962,0,,,,
DonaldTrump,2020,"Republicans, don’t let Andrew McCabe continue to get away with totally criminal activity. What he did should never be allowed to happen to our Country again. FIGHT FOR JUSTICE!",,,11/10/2020,16:04:00,,,,69352,349531,,,,
DonaldTrump,2020,RT @seanmdav: Murkowski had hoped to preemptively nuke the SCOTUS nomination by playing games early in the process. But once it became clea…,,,10/25/2020,4:51:00,,,,8375,0,,,,
DonaldTrump,2020,@justin_hart There will be no lockdowns other than those done by certain Democrat governors!,,,11/20/2020,12:21:00,,,,9706,30870,,,,
DonaldTrump,2020,So much TRUTH! https://t.co/zdVj5Dnwnb,,,11/26/2020,20:56:00,,,,23149,125237,,,,
DonaldTrump,2020,"RT @JackPosobiec: Here is the Burisma email @TuckerCarlson referenced about 'closing down any cases.'

We need to bring the focus back to t…",,,10/25/2020,4:51:00,,,,14129,0,,,,
DonaldTrump,2020,Happy 245th Birthday to the @USMC! #HappyBirthdayMarines https://t.co/ruAkzKhhrJ https://t.co/0DjMwME0km,,,11/10/2020,16:49:00,,,,33576,194740,,,,
DonaldTrump,2020,RT @niro60487270: I have seen the claim that the United States has a higher fatality rate from Covid-19 than other wealthy nations. This cl…,,,11/20/2020,12:28:00,,,,4935,0,,,,
